"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"ethnocentrism-proj.nlogo"
"experiment-p-and-ns"
"10/17/2024 11:22:42:682 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","init-likeness-ingroup","iterations","init-likeness-outgroup","gamma","regular-perturbation?","beta","rewire-prop","num-agents","W","num-links","regular-perturbation-interval","minority-proportion","binary-strategies","relative-copy","[step]","count turtles with [type-agent = ""Altruist"" and tag = ""majority""]","count turtles with [type-agent = ""Ethnocentrist"" and tag = ""majority""]","count turtles with [type-agent = ""Cosmopolitan"" and tag = ""majority""]","count turtles with [type-agent = ""Egoist"" and tag = ""majority""]","count turtles with [type-agent = ""Undefined"" and tag = ""majority""]","count turtles with [type-agent = ""Altruist"" and tag = ""minority""]","count turtles with [type-agent = ""Ethnocentrist"" and tag = ""minority""]","count turtles with [type-agent = ""Cosmopolitan"" and tag = ""minority""]","count turtles with [type-agent = ""Egoist"" and tag = ""minority""]","count turtles with [type-agent = ""Undefined"" and tag = ""minority""]","mean-communality-majority","mean-communality-minority"
"76","0.5","1","0.5","0","true","0.002","0.2","100","15","2","250","0.2","false","true","500","0","0","80","0","0","1","0","19","0","0","445.025","1067.15"
"72","0.5","1","0.5","0","true","0.002","0.2","100","15","2","250","0.2","false","true","500","0","31","0","49","0","0","13","0","7","0","378.7125","134.6"
"79","0.5","1","0.5","0","true","0.002","0.2","100","15","2","250","0.2","false","true","500","37","43","0","0","0","6","14","0","0","0","866.375","434.3"
"80","0.5","1","0.5","0","true","0.002","0.2","100","15","2","250","0.2","false","true","500","80","0","0","0","0","18","0","2","0","0","850.7875","714.75"
"81","0.5","1","0.5","0","true","0.002","0.2","100","20","2","250","0.2","false","true","500","54","9","13","4","0","13","2","5","0","0","770.0125","739.85"
"82","0.5","1","0.5","0","true","0.002","0.2","100","20","2","250","0.2","false","true","500","50","18","10","2","0","9","6","5","0","0","807.8875","574.75"
"83","0.5","1","0.5","0","true","0.002","0.2","100","20","2","250","0.2","false","true","500","52","15","12","1","0","12","1","5","2","0","807.075","702.25"
"84","0.5","1","0.5","0","true","0.002","0.2","100","20","2","250","0.2","false","true","500","49","17","9","5","0","14","4","2","0","0","772.7625","612.4"
"88","0.5","1","0.5","0","true","0.002","0.2","100","20","2","250","0.2","false","true","500","60","9","8","3","0","11","2","5","2","0","832.5375","616.8"
"87","0.5","1","0.5","0","true","0.002","0.2","100","20","2","250","0.2","false","true","500","53","13","14","0","0","15","3","2","0","0","771.925","814.55"
"85","0.5","1","0.5","0","true","0.002","0.2","100","20","2","250","0.2","false","true","500","46","10","17","7","0","15","2","3","0","0","688.2625","824.25"
"86","0.5","1","0.5","0","true","0.002","0.2","100","20","2","250","0.2","false","true","500","49","15","12","4","0","13","5","1","1","0","761.6375","684.05"
"89","0.5","1","0.5","0","true","0.002","0.2","100","20","2","250","0.2","false","true","500","54","13","11","2","0","13","4","2","1","0","800.5125","723.7"
"90","0.5","1","0.5","0","true","0.002","0.2","100","20","2","250","0.2","false","true","500","45","18","15","2","0","13","4","1","2","0","732.925","708.15"
"91","0.5","1","0.5","0","true","0.002","0.2","100","20","2","250","0.2","false","true","500","60","12","7","1","0","14","3","1","2","0","815.625","759.6"
"93","0.5","1","0.5","0","true","0.002","0.2","100","20","2","250","0.2","false","true","500","47","22","11","0","0","17","0","3","0","0","809.7","765.15"
"92","0.5","1","0.5","0","true","0.002","0.2","100","20","2","250","0.2","false","true","500","45","17","14","4","0","12","4","4","0","0","739.2875","682.95"
"101","0.5","1","0.5","5","true","0.002","0.2","100","0","2","250","0.2","false","true","500","0","0","25","7","48","0","0","17","3","0","119.425","265.35"
