"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"ethnocentrism-proj.nlogo"
"experiment-no-perturbation"
"10/16/2024 14:12:01:555 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","init-likeness-ingroup","iterations","init-likeness-outgroup","gamma","regular-perturbation?","beta","rewire-prop","num-agents","W","num-links","regular-perturbation-interval","minority-proportion","[step]","count turtles with [type-agent = ""Altruist"" and tag = ""majority""]","count turtles with [type-agent = ""Ethnocentrist"" and tag = ""majority""]","count turtles with [type-agent = ""Cosmopolitan"" and tag = ""majority""]","count turtles with [type-agent = ""Egoist"" and tag = ""majority""]","count turtles with [type-agent = ""Undefined"" and tag = ""majority""]","count turtles with [type-agent = ""Altruist"" and tag = ""minority""]","count turtles with [type-agent = ""Ethnocentrist"" and tag = ""minority""]","count turtles with [type-agent = ""Cosmopolitan"" and tag = ""minority""]","count turtles with [type-agent = ""Egoist"" and tag = ""minority""]","count turtles with [type-agent = ""Undefined"" and tag = ""minority""]"
"142","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.4","500","0","0","0","60","0","0","0","0","40","0"
"141","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.4","500","0","0","0","60","0","0","0","0","40","0"
"143","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.4","500","0","0","60","0","0","0","40","0","0","0"
"144","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.4","500","0","0","0","60","0","0","0","0","40","0"
"145","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.4","500","0","0","0","60","0","0","0","0","40","0"
"146","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.4","500","0","0","0","60","0","0","0","0","40","0"
"147","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.4","500","60","0","0","0","0","40","0","0","0","0"
"148","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.4","500","0","60","0","0","0","0","0","40","0","0"
"149","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.4","500","0","0","0","60","0","0","0","0","40","0"
"150","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.4","500","0","0","60","0","0","0","40","0","0","0"
"151","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.4","500","0","60","0","0","0","0","0","40","0","0"
"152","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.4","500","0","0","0","60","0","0","0","0","40","0"
"153","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.4","500","0","0","0","60","0","0","0","0","40","0"
"154","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.4","500","0","0","0","60","0","0","0","0","40","0"
"155","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.4","500","0","0","0","60","0","0","0","0","40","0"
